Date,Comment_ID,Author_ID,Author_Name,Content,Status,Reaction_Count,Reply_Count,Post_URL
2026-06-07 02:42:14,1444898224349187_1365088988825843,,,Đáp án B - 83 Trần Hậu Hn Truong Vy  #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,0,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 02:42:01,1444898224349187_2188905321900349,,,Đáp án B - 89 Phan Thị Xuân Trang Trúc Trần  #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,0,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 02:41:47,1444898224349187_1728088295026632,,,Đáp án B - 87 Nguyễn Minh Vẹn Nhi Truong  #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,0,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 02:40:45,1444898224349187_1983916988905633,,,Đáp án B - 94 Trúc Trần Hường Đt  #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,0,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 02:40:28,1444898224349187_1055641716959271,,,Đáp án B - 91 Thái Thùy Dương Truong Vy  #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,0,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 00:49:23,1444898224349187_1532279711630733,,,B,active,0,0,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-06 16:08:24,1444898224349187_1278801677575919,,,Đáp án đúng: B - 55 Tuấn Thứ Ba Mai Thị Mến Nguyễn Như Mai Anh Jenny Yen Kim #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,5,14,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-06 15:59:44,1444898224349187_1626760831734003,,,Đáp án B Số may mắn 88 Hoàng Thưởng Hoang Thi Ha Phuong #Khoẻ_Chủ_Động,active,1,0,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-06 13:05:33,1444898224349187_2003079541084672,,,64 Đáp án B Dinh dưỡng.  Huynh Trâm Anh Thanh Hà Nguyễn #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,0,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-06 14:44:12,1444898224349187_1323089503104305,,,Đáp án B Số may mắn: 19  Thùy Linh Phượng Nguyễn Thị Hồng  #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,2,1724,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-16 07:20:07,1444898224349187_27114602594873667,,,Đáp án B Số may mắn 88 Huy Nguyễn Hi Va  #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,2,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-09 06:49:54,1444898224349187_4340289009577714,,,mia ai,active,0,0,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-15 16:41:12,1444898224349187_3273131699536229,,,Y,active,0,0,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-15 16:21:58,1444898224349187_2286273295539259,,,Nguyễn Đình Phong Nguyễn Đình Phong Xịn #Prudential,active,0,0,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-15 05:01:57,1444898224349187_2139316623530365,,,Đáp án B Số may mắn 49 叶公子 Thao Ngan  #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,102,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-16 07:28:36,1444898224349187_1907791813265931,,,Đáp án B Số may mắn 55 Khánh Ngọc Thao Ngan  #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,52,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-16 07:39:27,1444898224349187_1894488404577096,,,Đáp án B Số may mắn 20 Bé Cheo Tim Zin  #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,2,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-15 16:55:50,1444898224349187_1528963805572293,,,Đáp án B smm 49 Mình Lê Bảo Cương'g #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,0,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-12 08:16:29,1444898224349187_1522419442797264,,,Đáp án đúng: B - 55 Bé Heo Thanh Thanh Trần Thị Hồng Lựu  #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,1342,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-15 07:52:32,1444898224349187_1038862452003395,,,Đáp án đúng: B - 24 Moclan Hoa Huy Nguyễn  #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,482,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-15 13:33:22,1444898224349187_999092252818453,,,Đáp án đúng: B - 57 Thị Thảo Thu Ánh Ánh Thanh Vu   #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,9,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-15 15:26:11,1444898224349187_987716524246867,,,Đáp án B : Dinh dưỡng.  Smm: 72 Xuân DiệuKim Tuyen #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,0,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 00:47:23,1444898224349187_2118679675367942,,,Đáp án đúng: B - 28 Linh Đan Tám Chỉnh #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,0,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-06 13:17:26,1444898224349187_1009607771539980,,,Đáp án B : Dinh dưỡng.  Smm: 56 Kim Tuyen Lê Hường  #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,1108,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-11 07:41:14,1444898224349187_1337299335198293,,,Đáp án đúng: B Số may mắn: 76 Mark Lê Bao Long #Prudential #Khởi_Đầu_Nhỏ #Khỏe_Chủ_Động,active,0,2001,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-11 07:38:37,1444898224349187_1036136439088262,,,Đáp án: B Số may mắn: 20 Mỹ Uyên My My #Prudential #Khởi_Đầu_Nhỏ #Khỏe_Chủ_Động,active,1,2023,https://www.facebook.com/408308732570405/posts/1444898224349187
